time,problem_id,problem_rating_at_time,problem_rating_now,type,av_secs,seconds,after_first,user_rating,user_rating_change,correct,wrong_move,num_moves,is_mate,non_winning,user_rd,tags
2022-01-07 01:37:31+00,46059,971.143,971.143,7jan,54.4012,19,1,1089.18,14.9402,1,-,2,true,false,85.4287,Distraction:19
2022-01-07 01:37:01+00,76215,1283.1,1283.1,7jan,87.0949,24,16,1074.24,-10.7687,0,2.Bh6+,4,true,false,87.8948,"X-Ray Attack:6,Clearance:5,Exposed King:5,Attraction:5,Sacrifice:5,X-Ray:4,Attraction:3,Sacrifice:3,Rank Clearance:3"
2022-01-07 01:36:30+00,61556,1643.3,1643.3,7jan,179.213,10,1,1085.01,-1.88961,0,2.Qxg6+,2,false,false,90.0246,"Sacrifice:11,Distraction:11,Mate Threat:7,Overloading:6"
2022-01-07 01:36:12+00,77044,1067.89,1067.89,7jan,89.685,25,8,1086.9,-27.3672,0,2...Qg3,4,true,false,91.8617,"Sacrifice:7,Exposed King:6,Pin:4,Attraction:4,Coercion:4"
2022-01-07 01:35:41+00,78387,1233.04,1233.04,7jan,155.284,38,3,1114.27,36.8518,1,-,3,true,false,95.1558,"Sacrifice:5,Clearance:5,Distraction:5,Overloading:4"
2022-01-07 01:34:55+00,57594,1614.5,1614.5,7jan,335.181,15,0,1077.42,-2.52837,0,1.Nxg7,3,false,false,98.2197,"Fork:9,Clearance:7,Exposed King:7,Capturing Defender:7,Mate Threat:6,Sacrifice:6,Needs Different Opponent Move...:5,Sacrifice:4,Diagonal Clearance:4,Trapped Piece:4,Multiple Attack:1,Multiple Attack:1,Royal Fork:1,Royal Fork:1,Removing the Guard:1,Demolition Sacrifice:1,Demolition Sacrifice:1,Attraction:1,Fork:1"
2022-01-07 01:34:30+00,169956,1371.33,1371.33,7jan,110.767,13,0,1079.95,-9.53668,0,1.Qg2,3,false,false,100.224,"Fork:10,Mate Threat:9,Sacrifice:8,Clearance:7,File Clearance:1,Multiple Attack:1"
2022-01-07 01:34:11+00,90228,853.25,853.25,7jan,29.8979,9,0,1089.49,13.1389,1,-,1,true,false,102.6,Back Rank Mate:4
2022-01-07 01:33:53+00,37511,1279.65,1279.65,7jan,88.4236,19,0,1076.35,-16.3531,0,1.Rxe8+,4,true,false,105.745,"Sacrifice:6,Exposed King:6"
2022-01-07 01:33:23+00,158294,1048.03,1048.03,7jan,60.198,7,0,1092.7,-42.8564,0,1.Kxg2,2,true,false,109.646,"Discovered Attack:4,Sacrifice:4,Back Rank Mate:4"
2022-01-07 01:33:11+00,99102649,1082.37,1082.37,7jan,60.8384,22,1,1135.56,36.2283,1,-,2,false,false,115.102,"Discovered Attack:4,Unpinning:2,Discovery:2,Sacrifice:1"
2022-01-07 01:32:39+00,44281,1292.02,1292.02,7jan,49.5825,5,0,1099.33,-23.4349,0,1.Qh6,4,true,false,121.954,"Sacrifice:8,Attraction:6,Opera Mate:5,Clearance:4"
2022-01-07 01:32:24+00,42458,1613.22,1613.22,7jan,165.625,12,0,1122.76,-5.56639,0,1.bxc3,5,true,false,128.372,"Sacrifice:8,Pin:6,Clearance:5,Exposed King:4,Sacrifice:3,Vertical Battery:3,File Clearance:3,Demolition Sacrifice:3"
2022-01-07 01:28:22+00,56956787,1452.44,1452.44,7jan,130.473,30,14,1128.33,90.3353,1,-,4,false,false,130.99,"Zwischenzug:5,Distraction:3,Exposed King:3,Attraction:2"
2022-01-07 01:27:48+00,74074,927.895,927.895,7jan,59.1009,6,1,1037.99,41.5609,1,-,2,false,false,133.961,"Discovered Attack:15,Sacrifice:5"
2022-01-07 01:27:38+00,3154,650.212,650.212,7jan,20.9591,9,0,996.43,15.657,1,-,1,true,false,144.685,"Back Rank Mate:10,Hanging Piece:4,Distraction:1"
2022-01-07 01:27:19+00,89279,1860.48,1860.48,7jan,802.81,12,0,980.773,-0.86872,0,1.e7,6,true,false,150.703,"Advanced Pawn:9,Back Rank Mate:5,Distraction:5,Needs Different Opponent Move...:5,Quiet Move:4,Exposed King:3"
2022-01-07 01:26:54+00,94094,1240.12,1240.12,7jan,67.0354,23,0,981.642,-28.6285,0,1.Qh7+,2,true,false,153.778,"Attraction:16,Pin:15,Sacrifice:9,Exposed King:7,Damiano's Bishop Mate:1,Queen and Knight Mate:1"
2022-01-07 01:26:21+00,91258526,1420.54,1420.54,7jan,203.111,31,0,1010.27,-14.5642,0,1...Rd2+,3,false,false,164.866,"Skewer:3,Exposed King:2,Distraction:1"
2022-01-07 01:25:41+00,74038048,1669.89,1669.89,7jan,604.829,58,37,1024.83,172.025,1,-,7,false,false,171.506,"Skewer:2,Sacrifice:1,Attraction:1,Mate Threat:1"
2022-01-07 01:24:33+00,77073,1776.74,1776.74,7jan,455.486,78,6,852.809,-0.909011,0,3.Qxa8,4,true,false,175.006,"Sacrifice:12,Exposed King:10,Attraction:9,Zwischenzug:3"
2022-01-07 01:23:02+00,97805,1103.51,1103.51,7jan,102.957,28,0,853.718,-42.7417,0,1.Re6,4,true,false,178.577,"Distraction:6,Exposed King:4,Clearance:3,Blocking:3,File Control:1,Vertical Battery:1"
2022-01-07 01:21:45+00,164731,1343.75,1343.75,7jan,120.66,15,0,896.46,-17.5887,0,1.gxf3,2,false,false,198.135,"Mate Threat:15,Counting:7,Sacrifice:6,Needs Different Opponent Move...:3,Defensive Move:2,Weak Back Rank:1,Simplification:1"
2022-01-07 01:21:16+00,152189,1433.47,1433.47,7jan,115.433,11,0,914.049,-12.8731,0,1...Qa2+,3,true,false,208.076,"Sacrifice:7,Damiano's Bishop Mate:7,Attraction:6"
2022-01-07 01:20:56+00,76596,1460.85,1460.85,7jan,236.267,23,7,926.922,-12.7834,0,2.Bh6,6,false,false,215.77,"Pin:10,Attraction:7,Sacrifice:4,Mate Threat:3"
2022-01-07 01:19:45+00,147045,1222.34,1222.34,7jan,129.557,17,0,939.705,-63.6347,0,1.Bc4,2,false,false,223.725,"Attraction:10,Needs Different Opponent Move...:8,Interference:7,Sacrifice:5,Blocking:5"
2022-01-07 01:19:19+00,155137,1403.65,1403.65,7jan,288.205,42,19,1003.34,-46.6606,0,2.Rhe1+,4,false,false,264.597,"Capturing Defender:7,Pin:6,Fork:6,Distraction:6,Zwischenzug:3"
2022-01-07 01:18:26+00,49731,1100.17,1100.17,7jan,71.4326,32,0,1050,-450,0,-,2,true,false,302.855,"Exposed King:5,Coercion:5,Distraction:1"
2022-01-07 01:14:31+00,78071,1436.01,1435.2,Blitz,63.5192,21,1,1537.23,2.52351,1,-,2,false,false,35,"Fork:10,Interference:7,Attraction:6,Coercion:6,Mate Threat:5,Pin:4,Defensive Interposition:1"
2022-01-07 01:13:59+00,24209,1486.07,1487.25,Blitz,21.6021,8,0,1534.71,-4.0079,0,1.Rxg6+,2,false,false,35,"Distraction:9,Exposed King:9,Zwischenzug:6,Hanging Piece:5"
2022-01-07 01:13:41+00,164403,1495.42,1494.53,Blitz,48.7611,22,4,1538.72,3.08381,1,-,3,false,false,35,"Counting:7,Needs Different Opponent Move...:5,Desperado:2"
2022-01-07 01:13:08+00,26216,1393.51,1395.1,Blitz,33.5287,12,4,1535.64,-4.88033,0,2.Rb3,3,true,false,35,"Back Rank Mate:17,Coercion:15,Sacrifice:11,Distraction:10,Sacrifice:4,Distraction:2,Edge Mate:1"
2022-01-07 01:12:41+00,65513,1440,1441.41,Blitz,22.8597,18,0,1540.52,-4.50772,0,1.Nxc6,2,false,false,35,"Weak Back Rank:22,Discovered Attack:19,Mate Threat:9"
2022-01-07 01:12:16+00,72531,1373.42,1372.78,Blitz,19.6342,6,1,1545.03,1.91218,1,-,2,false,false,35,Fork:17
2022-01-07 01:12:00+00,106280,1470.11,1469.24,Blitz,34.8352,20,12,1543.12,2.79153,1,-,2,false,false,35,"Defensive Move:9,Zwischenzug:8,Needs More Moves...:5,Hanging Piece:2"
2022-01-07 01:11:33+00,45794,1472.17,1471.28,Blitz,26.9291,14,0,1540.33,2.83858,1,-,1,false,false,35,"Discovered Attack:20,Sacrifice:13,Clearance:11,Double Attack:4,Square Clearance:3,Exchange Sacrifice:2,Discovery:1,Multiple Attack:1,Capturing Defender:1"
2022-01-07 01:11:08+00,78273,1351.23,1352.95,Blitz,20.5855,22,0,1537.49,-5.24003,0,1...Rh6,2,true,false,35,"Sacrifice:12,Attraction:8,Clearance:6"
2022-01-07 01:10:36+00,40232,1441.11,1440.29,Blitz,27.0058,20,7,1542.73,2.51976,1,-,2,true,false,35,"Exposed King:14,Coercion:10,Balestra Mate:9"
2022-01-07 01:10:09+00,96454,1656.01,1654.66,Blitz,22.9978,14,4,1540.21,4.64895,1,-,3,false,false,35,"Distraction:12,Overloading:7,Needs Different Opponent Move...:5,Mate Threat:4,Fork:4,Zwischenzug:4,Defensive Move:4,Hook and Ladder:1"
2022-01-07 01:09:48+00,92115,1619.08,1617.8,Blitz,35.3962,17,8,1535.56,4.34795,1,-,2,false,false,35,"Unsound Sacrifice:10,Defensive Move:10,Needs More Moves...:9"
2022-01-07 01:09:22+00,156094,1303.74,1303.2,Blitz,30.5557,14,3,1531.21,1.4992,1,-,2,false,false,35,"Hanging Piece:10,Defensive Move:6"
2022-01-07 01:08:57+00,93858,1350.55,1352.35,Blitz,39.3039,32,0,1529.71,-5.18407,0,1...Rg8,2,false,false,35,"Hanging Piece:12,Defensive Move:10,Unsound Sacrifice:6"
2022-01-07 01:08:17+00,79196,1454.83,1453.95,Blitz,34.3344,10,5,1534.89,2.72341,1,-,2,false,false,35,"Hanging Piece:9,Fork:7,Needs Different Opponent Move...:7,Defensive Move:7,Exposed King:5"
2022-01-07 01:07:57+00,149456,1572.94,1573.81,Blitz,41.5715,26,0,1532.17,-3.10932,0,-,2,false,false,35,"Mate Threat:20,Fork:14,Pin:7,Multiple Attack:1"
2022-01-07 01:07:09+00,98300,1624.85,1625.64,Blitz,63.0048,47,39,1535.28,-2.63317,0,2.Qd3,2,false,false,35,"Hanging Piece:9,Defensive Move:7,Zwischenzug:6"
2022-01-07 01:06:11+00,132526,1754.11,1754.58,Blitz,24.6728,4,0,1537.91,-1.577,0,1...Rxf5,2,false,false,35,"Pin:10,Fork:9,Needs Different Opponent Move...:5,Multiple Attack:1"
2022-01-07 01:05:56+00,177565,1463.67,1465.02,Blitz,33.938,39,0,1539.49,-4.27346,0,-,2,true,false,35,"Blocking:9,Suffocation Mate:8,Distraction:5,Exposed King:5,Sacrifice:5,Rank Control:1,Rook On 7th Rank:1"
2022-01-07 01:05:06+00,81842955,1401.81,1404.26,Blitz,31.7807,10,0,1543.76,-4.87176,0,1.e5,3,false,false,35,"Discovered Attack:5,Simplification:2,Attraction:1"
2022-01-07 01:04:50+00,55889,1528.45,1528.18,Blitz,32.4203,43,6,1548.63,0.933918,1,-,4,false,false,35,"Pin:15,Exposed King:13,Mate Threat:11,Discovered Attack:1"
2022-01-07 01:03:54+00,154277,1446.61,1448.03,Blitz,23.3784,10,0,1547.7,-4.52902,0,1...Rxb5,3,true,false,35,"Quiet Move:10,Back Rank Mate:9,Exposed King:5"
2022-01-07 00:21:56+00,96577595,1450.78,1448.88,Blitz,20.4172,15,2,1552.23,2.51702,1,-,2,false,false,35,Mate Threat:3
2022-01-07 00:21:26+00,120404411,1544.39,1540.34,Blitz,15.0664,16,0,1549.71,3.03483,1,-,1,true,false,35,"Fork:1,Exposed King:1"
2022-01-07 00:21:02+00,76040,1390.99,1392.29,Blitz,39.3157,7705,4,1546.68,-4.1177,1,-,5,false,false,35,"Fork:17,Attraction:14,Sacrifice:10,Coercion:9,Exposed King:6,Needs Different Opponent Move...:1"
2022-01-06 22:12:26+00,60391290,1452.58,1454.27,Blitz,69.4752,32,0,1550.8,-4.48411,0,-,3,false,false,35,"Discovered Attack:4,Zwischenzug:4,Fork:3"
2022-01-06 22:11:46+00,102640,1413.39,1412.69,Blitz,23.5538,11,1,1555.28,2.15902,1,-,2,true,false,35,"Swallow's Tail Mate:22,Sacrifice:12,Discovered Attack:9,Clearance:6"
2022-01-06 22:11:29+00,153640,1293.79,1293.34,Blitz,24.3245,14,0,1553.12,1.2946,1,-,2,false,false,35,"Capturing Defender:7,Unsound Sacrifice:5,Counting:3,Blocking:3,Hit and Run - Capture Defender:1,Gain of Tempo:1,Hit and Run:1,Trapped Piece:1"
2022-01-06 22:11:04+00,101899,1386.1,1387.66,Blitz,46.704,16,0,1551.83,-5.07844,0,1.Qxe4,2,false,false,35,"Hanging Piece:11,Defensive Move:11,Unsound Sacrifice:8"
2022-01-06 22:10:41+00,177599,1372.38,1371.81,Blitz,41.0427,10,6,1556.91,1.81068,1,-,3,false,false,35,"Hanging Piece:5,Unsound Sacrifice:5,Defensive Move:2"
2022-01-06 22:10:20+00,52591,1265.62,1267.97,Blitz,19.8711,15,0,1555.1,-5.93885,0,1...Qxa4,2,false,false,35,"Zwischenzug:19,Desperado:19,Hanging Piece:11,Zwischenzug:3,Sacrifice:1"
2022-01-06 21:17:51+00,89005,1603.37,1602.23,Blitz,45.9877,12,3,1561.04,3.94538,1,-,2,false,false,35,"Advanced Pawn:17,Pin:8,Simplification:7,Needs More Moves...:6,Fork:5,Needs More Moves...:5,Hanging Piece:4,Relative Pin:2"
2022-01-06 21:17:26+00,59653,1268.93,1269.04,Blitz,8.7335,11,0,1557.09,-0.320996,1,-,1,true,false,35,"Lawnmower Mate:16,Exposed King:8"
2022-01-06 21:17:03+00,95466332,1463.9,1466.44,Blitz,29.8658,15,0,1557.41,-4.43316,0,1.Qh4,2,false,false,35,Counting:1
2022-01-06 21:16:41+00,144303,1501.37,1500.51,Blitz,33.5075,16,2,1561.84,2.91391,1,-,2,false,false,35,"Hanging Piece:14,Defensive Move:9,Unsound Sacrifice:5"
2022-01-06 21:16:18+00,56883,1453.35,1452.52,Blitz,20.5306,16,0,1558.93,2.48297,1,-,1,false,false,35,"Unsound Sacrifice:15,Hanging Piece:9,Needs Different Opponent Move...:2"
2022-01-06 21:15:54+00,62691,1288.75,1288.31,Blitz,42.3737,15,3,1556.45,1.24459,1,-,3,false,false,35,"Unpinning:15,Capturing Defender:9,Counting:7,Defensive Move:7,Desperado:6,Sacrifice:4,Pin:3,Sacrifice:1,Exchange Sacrifice:1"
2022-01-06 21:15:29+00,53712,1537.73,1536.7,Blitz,23.7915,6,0,1555.21,3.34236,1,-,1,false,false,35,"Pin:19,Capturing Defender:11,Needs Different Opponent Move...:9,Fork:8,Fork:3,Zwischenzug:3,Absolute Pin:3"
2022-01-06 21:15:12+00,65411707,1370.79,1372.89,Blitz,28.6983,13,0,1551.87,-5.19666,0,1.Nxf8,2,false,false,35,"Pin:5,Mate Threat:5"
2022-01-06 21:14:41+00,166127,1457.86,1459.22,Blitz,27.5795,6,0,1557.07,-4.49585,0,1.Qxe7+,2,false,false,35,"Discovered Attack:16,Sacrifice:10"
2022-01-06 21:14:28+00,61209704,1243.29,1242.8,Blitz,21.179,13,7,1561.57,0.974793,1,-,3,false,false,35,"Advanced Pawn:4,Hanging Piece:3"
2022-01-06 21:14:08+00,150724,1414.56,1413.85,Blitz,31.4304,14,1,1560.6,2.12347,1,-,2,false,false,35,"Capturing Defender:11,Mate Threat:9,Counting:8"
2022-01-06 21:13:37+00,98676149,1368.06,1372.6,Blitz,15.9466,3,0,1558.48,-5.24855,0,1...Bg6,1,true,false,35,"Pin:4,Discovery:1,Multiple Attack:1,X-Ray:1"
2022-01-06 21:13:24+00,64245,1332.21,1332.44,Blitz,22.6761,7,2,1563.73,1.4719,1,-,2,false,false,35,"Pin:18,Discovered Attack:9,Distraction:5,Absolute Pin:5,Discoverer Checks:3,Removing the Guard:1,Overloading:1,Exposed King:1,Weak Back Rank:1,Unpinning:1"
2022-01-06 21:13:10+00,68222073,1484.86,1483.17,Blitz,33.4642,17,1,1562.26,4.507,1,-,2,false,false,35,"Counting:9,Pin:7,Absolute Pin:2"
2022-01-06 21:12:46+00,74203,1441.7,1441.11,Blitz,24.8662,21,6,1557.75,1.8312,1,-,2,true,false,35,"Dovetail Mate:15,Coercion:8,Exposed King:4"
2022-01-06 21:12:17+00,45833,1638.6,1637.31,Blitz,43.0163,23,4,1555.92,4.33989,1,-,3,false,false,35,"Advanced Pawn:25,Weak Back Rank:21,Distraction:15,Defensive Move:12,Overloading:9,Unsound Sacrifice:9,Exposed King:7,Mate Threat:7,Counting:2,Zwischenzug:2,Removing the Guard:1,Gain of Tempo:1"
2022-01-06 21:11:48+00,52972,1337.65,1337.12,Blitz,40.4256,11,1,1551.58,1.59296,1,-,2,false,false,35,Trapped Piece:29
2022-01-06 21:11:29+00,173609,1307.75,1307.25,Blitz,37.4332,15,2,1549.99,1.40156,1,-,2,false,false,35,"Hanging Piece:9,Defensive Move:7,Avoiding Perpetual:5,Skewer:1,Unsound Sacrifice:1"
2022-01-06 21:11:01+00,177136,1506.77,1507.99,Blitz,37.592,22,0,1548.59,-3.93976,0,1.Rxd8,2,true,false,35,"Sacrifice:12,Attraction:12,Pin:10,Exposed King:9"
2022-01-06 21:10:28+00,29332,1402.47,1404.04,Blitz,20.3402,7,0,1552.53,-4.94814,0,1...Qxd6,3,true,false,35,"Coercion:13,Exposed King:9"
2022-01-06 21:10:14+00,118263,1425.19,1424.57,Blitz,18.6375,6,1,1557.48,2.2427,1,-,3,false,false,35,"Fork:11,Attraction:11,Sacrifice:8"
2022-01-06 21:10:01+00,36920200,1419.34,1418.05,Blitz,49.3895,20,1,1555.24,3.97007,1,-,2,false,false,35,Trapped Piece:16
2022-01-06 21:09:34+00,8634,1394.76,1394.07,Blitz,41.1887,10,2,1551.27,2.03539,1,-,3,false,false,35,"Distraction:15,Fork:14,Sacrifice:12,Exposed King:7"
2022-01-06 21:09:12+00,22569,1455.75,1457.19,Blitz,27.6506,30,0,1549.23,-4.44148,0,1.g5,2,true,false,35,"Sacrifice:15,Exposed King:9,Distraction:3,Reload:3"
2022-01-06 21:08:35+00,162338,1359.42,1358.85,Blitz,20.3449,19,1,1553.67,1.73664,1,-,2,false,false,35,"Advanced Pawn:14,Sacrifice:5,Fork:4"
2022-01-06 21:08:08+00,62381187,1355.02,1353.61,Blitz,59.3149,26,2,1551.93,3.47487,1,-,2,false,false,35,Defensive Move:7
2022-01-06 21:07:34+00,80420830,1377.13,1376.03,Blitz,14.2994,8,1,1548.46,1.91358,1,-,2,true,false,35,"Defensive Move:3,Quiet Move:3,Pawn Mate:3"
2022-01-06 21:07:19+00,43992,1375.58,1374.93,Blitz,24.7428,8,1,1546.55,1.91735,1,-,2,true,false,35,"Exposed King:15,Coercion:6"
2022-01-06 21:06:56+00,174406,1484.48,1485.84,Blitz,50.3005,19,0,1544.63,-4.12049,0,1.f5,2,false,false,35,"Pin:17,Fork:15"
2022-01-06 21:06:24+00,145395,1354.69,1356.44,Blitz,21.9435,12,9,1548.75,-5.29914,0,2...Kf6,2,false,false,35,"Defensive Move:9,Unsound Sacrifice:6"
2022-01-06 21:06:05+00,62777,1413.31,1412.59,Blitz,22.8366,4,1,1554.05,2.16887,1,-,2,false,false,35,Pin:16
2022-01-06 21:05:48+00,60945,1316.98,1318.87,Blitz,21.0397,20,0,1551.88,-5.58752,0,1.Nf6+,2,true,false,35,"Exposed King:12,Back Rank Mate:6,Coercion:4,Queen and Knight Mate:1"
2022-01-06 21:05:11+00,149322,1670.11,1670.82,Blitz,63.3896,30,0,1557.47,-2.41864,0,-,2,false,false,35,"Interference:27,Fork:11,Removing the Guard:2,Multiple Attack:1"
2022-01-06 21:04:35+00,30765,1452.67,1451.89,Blitz,18.2232,6,0,1559.89,2.46805,1,-,1,false,false,35,Hanging Piece:21
2022-01-06 21:04:22+00,29454,1561.19,1560.47,Blitz,20.3828,24,0,1557.42,2.49675,1,-,1,false,false,35,Hanging Piece:29
2022-01-06 21:03:51+00,103236689,1317.44,1315.68,Blitz,16.9392,9,1,1554.92,1.43312,1,-,2,false,false,35,Counting:3
2022-01-06 21:03:31+00,46008,1651.77,1651.93,Blitz,25.3785,16,0,1553.49,-2.55118,0,1...Qxf2,2,true,false,35,"Back Rank Mate:29,Exposed King:4"
2022-01-06 21:03:04+00,57520833,1400.66,1402.72,Blitz,14.0259,7,0,1556.04,-4.98892,0,1.Rd5,1,true,false,35,"Back Rank Mate:6,Exposed King:6,Weak Back Rank:2,Edge Mate:2,Queen Cutoff Mate:2"
2022-01-06 21:02:49+00,88310,1421.11,1420.41,Blitz,46.5719,25,1,1561.03,2.17609,1,-,2,false,false,35,"Distraction:17,Advanced Pawn:8,Weak Back Rank:8,Zwischenzug:3"
2022-01-06 21:02:17+00,179753,1330.43,1329.94,Blitz,20.1016,9,2,1558.85,1.49276,1,-,2,false,false,35,"Defensive Move:7,Hanging Piece:3,Advanced Pawn:1,Counting:1"
2022-01-06 21:01:45+00,93209,1561.32,1562.39,Blitz,29.2462,8,0,1557.36,-3.47896,0,1.Rxe8,3,true,false,35,"Clearance:14,Sacrifice:13,Back Rank Mate:12,Distraction:7,Sacrifice:3,Rank Clearance:3"
2022-01-06 21:01:26+00,77001,1573.3,1574.29,Blitz,40.5488,23,3,1560.84,-3.39341,0,3...Rf5+,3,true,false,35,"X-Ray Attack:12,Exposed King:10,Coercion:9,X-Ray:4"
2022-01-06 21:00:56+00,37781022,1453.23,1451.89,Blitz,35.3418,8,1,1564.23,4.19253,1,-,3,false,false,35,"Fork:14,Attraction:3,Multiple Attack:1"
2022-01-06 21:00:39+00,72166,1416.26,1415.59,Blitz,33.1399,16,4,1560.04,2.14286,1,-,2,false,false,35,"Mate Threat:10,Capturing Defender:9,Overloading:5,Defensive Move:1"
2022-01-06 21:00:16+00,103367,1516.95,1515.99,Blitz,34.4697,13,6,1557.9,3.10694,1,-,2,false,false,35,"Hanging Piece:10,Zwischenzug:8,Unsound Sacrifice:6,Defensive Move:1"
2022-01-06 20:59:48+00,150441,1512.7,1513.88,Blitz,26.7777,4,0,1554.79,-3.94261,0,1...Bd8+,3,false,false,35,Fork:13
2022-01-06 20:59:34+00,136215,1354.25,1353.82,Blitz,39.9054,24,18,1558.73,1.30997,1,-,2,false,false,35,Defensive Move:13
2022-01-06 20:59:03+00,118780911,1515.56,1510.99,Blitz,33.8448,33,1,1557.42,3.04565,1,-,2,false,false,35,"Pin:1,Distraction:1,Removing the Guard:1,Attacking the Defender:1"
2022-01-06 20:58:23+00,150842,1400.89,1400.25,Blitz,22.5438,18,1,1554.37,2.06078,1,-,2,false,false,35,"Pin:13,Exposed King:2"
2022-01-06 20:57:49+00,89342,1511.78,1512.99,Blitz,55.638,22,8,1552.31,-3.92702,0,2...Ba2+,4,false,false,35,"Pin:11,Exposed King:9,Counting:7,Mate Threat:6"
2022-01-06 20:57:09+00,168277,1426.54,1427.29,Blitz,31.4665,56,45,1556.24,-2.58053,1,-,2,false,false,35,Pin:11
2022-01-06 20:56:05+00,31943,1377.37,1376.78,Blitz,21.4911,17,0,1558.82,1.8346,1,-,1,false,false,35,"Pin:20,Hanging Piece:11"
2022-01-06 20:55:19+00,101523,1488.13,1489.4,Blitz,34.0602,44,27,1556.99,-4.20661,0,2...Kh8,2,false,false,35,"Defensive Move:8,Hanging Piece:6,Unsound Sacrifice:3"
2022-01-06 20:54:27+00,75777,1249.15,1248.75,Blitz,22.409,14,7,1561.2,1.00483,1,-,3,false,false,35,"Distraction:13,Sacrifice:10,Attraction:2,Removing the Guard:1,Attacking the Defender:1"
2022-01-06 20:54:06+00,66365564,1459.56,1457.86,Blitz,31.9594,12,3,1560.2,4.28656,1,-,2,false,false,35,Hanging Piece:5
2022-01-06 20:53:42+00,44322,1544.86,1545.98,Blitz,26.1353,16,0,1555.91,-3.63064,0,1...d5,2,false,false,35,"Fork:27,Multiple Attack:1"
2022-01-06 20:53:18+00,155572,1475.65,1474.83,Blitz,41.0119,16,7,1559.54,2.68707,1,-,3,false,false,35,"Mate Threat:7,Exposed King:5,Coercion:5,Pin:4,Interference:2"
2022-01-06 20:52:51+00,153368,1477.3,1476.44,Blitz,44.841,12,5,1556.85,2.72844,1,-,2,false,false,35,Hanging Piece:9
2022-01-06 20:52:33+00,95669,1386.85,1386.12,Blitz,15.825,4,1,1554.12,1.94715,1,-,2,false,false,35,"Zwischenzug:17,Hanging Piece:10,Counting:4,Attraction:2,Gain of Tempo:1"
2022-01-06 20:52:21+00,29197,1299.95,1300.01,Blitz,19.636,25,0,1552.17,-0.171286,1,-,2,true,false,35,"Sacrifice:13,Greco's Mate:10,Clearance:9"
2022-01-06 20:51:37+00,92734,1361.75,1361.19,Blitz,15.2908,8,1,1552.34,1.76422,1,-,2,false,false,35,"Unsound Sacrifice:14,Hanging Piece:11"
2022-01-06 20:51:22+00,167256,1392.27,1391.63,Blitz,36.5677,18,3,1550.58,2.02053,1,-,2,false,false,35,"Weak Back Rank:8,Hanging Piece:7,Unsound Sacrifice:1,Counting:1,Multi-square Counting:1"
2022-01-06 20:50:58+00,55274906,1281.8,1281.25,Blitz,33.6652,25,1,1548.56,1.25036,1,-,2,false,false,35,Fork:4
2022-01-06 20:50:26+00,39417886,1518.61,1517.66,Blitz,36.8918,15,11,1547.31,3.22979,1,-,3,false,false,35,"Fork:10,Zwischenzug:8,Fork:1,Gain of Tempo:1,Rethreaten:1,Multiple Attack:1"
2022-01-06 20:49:57+00,104999,1404.03,1403.36,Blitz,30.7456,15,3,1544.08,2.17494,1,-,2,true,false,35,"Exposed King:7,Vukovic Mate:7,Coercion:5"
2022-01-06 20:49:35+00,79829,1489.89,1488.97,Blitz,23.9765,7,1,1541.91,2.99698,1,-,2,false,false,35,"Hanging Piece:14,Needs Different Opponent Move...:8,Unsound Sacrifice:6,Defensive Move:5"
2022-01-06 20:49:20+00,86412524,1496.41,1494.06,Blitz,23.4561,9,4,1538.91,4.84587,1,-,3,false,false,35,"Hanging Piece:2,Fork:1"
2022-01-06 20:49:03+00,99564082,1334.28,1333.31,Blitz,20.5264,21,1,1534.06,1.22476,1,-,2,false,false,35,"Discovered Attack:2,Discovery:1"
2022-01-06 20:48:28+00,53612,1405.51,1404.79,Blitz,26.6941,12,0,1532.84,2.28633,1,-,1,false,false,35,"Needs More Moves...:15,Hanging Piece:11,Unsound Sacrifice:7"
2022-01-06 20:47:57+00,57817,1611.04,1611.84,Blitz,19.5692,4,0,1530.55,-2.71968,0,1.Nd7+,2,true,false,35,"Double Bishop Mate:15,Exposed King:11"
2022-01-06 20:47:33+00,83346786,1345.54,1344.32,Blitz,23.7757,8,1,1533.27,1.78529,1,-,2,false,false,35,Hanging Piece:2
2022-01-06 20:47:11+00,44522,1346.39,1348.3,Blitz,18.8837,5,0,1531.48,-5.22942,0,1.g5,3,true,false,35,"Opera Mate:13,Sacrifice:12,Clearance:7,Attraction:6,Exposed King:5"
2022-01-06 20:46:31+00,107965907,1419.81,1429.4,Blitz,83.3031,13,0,1536.71,-4.63413,0,1...Bxc3,2,false,false,35,"Overloading:2,Mate Threat:2"
2022-01-06 20:46:05+00,23710,1259.16,1261.35,Blitz,20.9565,52,0,1541.34,-5.8738,0,-,1,false,false,35,"Pin:17,Hanging Piece:10,Mate Threat:2,Damiano's Bishop Mate:1"
2022-01-06 20:45:05+00,146664,1386.12,1386.51,Blitz,30.5069,48,8,1547.21,-1.20602,1,-,2,false,false,35,"Unsound Sacrifice:8,Hanging Piece:7,Defensive Move:6,Interference:4,Advanced Pawn:1,Desperado:1"
2022-01-06 20:44:10+00,176260,1417.53,1416.87,Blitz,23.5138,12,1,1548.42,2.26104,1,-,2,false,false,35,"Unsound Sacrifice:6,Desperado:6,Counting:5,Sacrifice:4,Hanging Piece:4,Zwischenzug:3,Multi-square Counting:1"
